,IFOW,OW,VODI,ODI,CDI,VCDI,FI,met_index
2022-08-26,2439398,110030,57043,64188,67921,466100,6584.0,JJA
2022-08-31,2421875,123460,41594,35955,68472,512022,7886.0,JJA
2022-09-01,2431697,108579,50596,47237,67988,496564,8603.0,SON
2022-09-02,2434219,125285,44636,44026,62586,493926,6586.0,SON
2022-09-07,2403149,128028,63322,51323,71153,490079,4210.0,SON
2022-09-08,2389488,108990,83820,54938,78586,486744,8698.0,SON
2022-09-09,2422113,81192,79759,57441,75514,495245,,SON
2022-09-14,2372555,112938,55822,56803,76996,529221,6929.0,SON
2022-09-15,2342271,112712,69344,66289,103151,505872,11625.0,SON
2022-09-16,2345904,115188,70413,62662,92766,517221,7110.0,SON
2022-09-21,2394877,123904,52386,33715,72130,529810,4442.0,SON
2022-09-22,2428551,93528,56832,34301,63521,530274,4257.0,SON
2022-09-23,2443522,94505,40345,34496,70239,523803,4354.0,SON
2022-09-28,2515501,120604,44691,43132,35315,443726,8295.0,SON
2022-09-29,2543009,79185,61666,37639,39968,446362,3435.0,SON
2022-09-30,2494947,107362,45436,53146,46653,454219,9501.0,SON
2022-10-05,2485430,154846,31891,23261,35286,476837,3713.0,SON
2022-10-06,2485023,147540,40402,24031,38536,469983,5749.0,SON
2022-10-07,2486340,139080,55586,29209,26640,466053,8356.0,SON
2022-10-12,2456882,141696,44368,23416,36422,500043,8437.0,SON
2022-10-13,2504979,108700,32669,22536,38531,502101,1748.0,SON
2022-10-14,2480271,115274,38416,26326,36815,507825,6337.0,SON
2022-10-19,2391011,94573,45829,33053,51102,592604,3092.0,SON
2022-10-20,2406912,98653,41369,26919,49153,585077,3181.0,SON
2022-10-21,2412796,77997,42674,29039,45802,599812,3144.0,SON
2022-10-26,2333176,100397,55539,32069,40251,640610,9222.0,SON
2022-10-27,2308054,103043,48021,37382,45189,662744,6831.0,SON
2022-10-28,2344631,68368,42834,34329,49761,664920,6421.0,SON
2022-11-02,2344465,97000,44606,35736,59725,616404,13328.0,SON
2022-11-03,2319802,92646,51311,38718,58044,639454,11289.0,SON
2022-11-04,2267547,119379,50160,32616,56340,667913,17309.0,SON
2022-11-09,2236459,89310,57989,38335,68052,700362,20757.0,SON
2022-11-10,2212769,97365,63105,32827,58939,721244,25015.0,SON
2022-11-11,2175639,116013,62294,35276,61127,733505,27410.0,SON
2022-11-16,2080944,162649,52987,35567,79064,776243,23810.0,SON
2022-11-17,2044368,174778,76874,48327,67812,772290,26815.0,SON
2022-11-18,2019300,186544,66412,46786,84851,781140,26231.0,SON
2022-11-23,2050310,153693,62838,51221,70364,800648,22190.0,SON
2022-11-25,2057420,114796,79436,50307,61727,812867,34711.0,SON
2022-11-30,2071521,147895,52168,28662,75922,792421,42675.0,SON
2022-12-01,2102031,129868,81647,34643,60524,757526,45025.0,DJF
2022-12-02,2109694,154435,68122,36317,74285,727375,41036.0,DJF
2022-12-07,1980775,177746,90613,52795,92295,780701,36339.0,DJF
2022-12-08,1932141,136058,91392,75480,125901,809496,40796.0,DJF
2022-12-09,1941543,127178,94285,71708,105854,835211,35485.0,DJF
2022-12-14,1785921,142162,137057,73277,106441,914158,52248.0,DJF
2022-12-15,1777613,130987,128008,82290,115041,925969,51356.0,DJF
2022-12-16,1768684,170878,133630,63438,101290,937455,35889.0,DJF
2022-12-21,1727780,174278,121595,73428,96188,953248,64747.0,DJF
2022-12-22,1646293,165442,117217,75105,106188,1034520,66499.0,DJF
2022-12-23,1659427,158961,125310,77215,114166,1003566,72619.0,DJF
2022-12-29,1615259,167703,154528,64616,84944,1029842,94372.0,DJF
2022-12-30,1610035,188321,138583,59979,61914,1048859,103573.0,DJF
