,IFOW,OW,VODI,ODI,CDI,VCDI,FI,met_index
2022-06-17,1563724,191684,101769,43216,128564,795746,29995.0,JJA
2022-06-21,1631146,159751,143144,46385,104394,741251,28627.0,JJA
2022-06-22,1678876,168161,139976,37417,93444,708482,28342.0,JJA
2022-06-23,1692891,192697,114302,47347,78605,703136,25720.0,JJA
2022-06-24,1737110,176213,103376,40299,70421,701483,25796.0,JJA
2022-06-28,1811557,184064,98976,17723,25404,691685,25289.0,JJA
2022-06-29,1815070,167230,102173,23512,29553,693465,23695.0,JJA
2022-06-30,1803769,176040,100144,24549,37599,688537,24060.0,JJA
2022-07-01,1853440,134144,96080,27900,34537,685039,23558.0,JJA
2022-07-05,1810451,188789,74152,34335,67638,665079,14254.0,JJA
2022-07-06,1941332,124410,50041,31081,47773,645929,14132.0,JJA
2022-07-07,1824483,198209,66297,32449,63189,656412,13659.0,JJA
2022-07-08,1926581,115533,70310,28484,58276,642377,13137.0,JJA
2022-07-12,1934228,124379,69617,19363,45545,649024,12542.0,JJA
2022-07-13,1853123,187885,81773,25957,56711,637249,12000.0,JJA
2022-07-14,1840055,220385,85617,28483,52475,615811,11872.0,JJA
2022-07-15,1848948,238597,72761,29339,43933,610365,10755.0,JJA
2022-07-19,1935833,233596,40820,22802,54052,558394,9201.0,JJA
2022-07-20,1964331,217256,34681,17044,44785,567748,8853.0,JJA
2022-07-21,1967241,203870,52049,23436,36382,564868,6852.0,JJA
2022-07-22,1990597,188069,62405,21817,34456,553065,4289.0,JJA
2022-07-26,2038158,156974,77254,26097,38250,514134,3831.0,JJA
2022-07-27,2051460,139349,80832,28428,38801,512677,3151.0,JJA
2022-07-28,2044364,143841,76786,36880,41415,508164,3248.0,JJA
2022-07-29,2051568,169074,49428,26434,39781,514871,3542.0,JJA
2022-08-02,2091319,134787,27654,22349,30435,547056,1098.0,JJA
2022-08-03,2106492,125072,32884,20713,38227,530405,905.0,JJA
2022-08-04,2108848,128833,28714,28153,38108,521114,928.0,JJA
2022-08-05,2103688,136556,27926,33600,31874,520235,819.0,JJA
2022-08-09,2056021,182243,31692,25084,43928,514600,1130.0,JJA
2022-08-10,2082175,158054,37360,29302,30115,516629,1063.0,JJA
2022-08-11,2100682,147923,28187,26152,30315,520516,923.0,JJA
2022-08-12,2115475,132175,32144,28930,28845,516305,824.0,JJA
2022-08-16,2106302,130725,34103,38233,43780,501136,419.0,JJA
2022-08-17,2117754,121029,29188,30883,38629,516844,371.0,JJA
2022-08-18,2122333,126827,32272,28039,33146,511747,334.0,JJA
2022-08-19,2131964,124823,32327,28831,40890,495566,297.0,JJA
2022-08-23,2147421,101317,52331,37541,48354,466845,889.0,JJA
2022-08-24,2145245,92890,54160,42448,49328,469729,898.0,JJA
2022-08-25,2136550,86712,57877,50348,58691,463602,918.0,JJA
2022-08-26,2125673,91349,71908,45880,56424,463330,134.0,JJA
2022-08-30,2105476,112887,32556,33792,60393,509130,464.0,JJA
2022-08-31,2088648,118206,44997,42194,57439,502691,523.0,JJA
2022-09-01,2098369,131789,36163,37261,49668,501010,438.0,SON
2022-09-02,2088619,137600,38802,30902,31371,526958,446.0,SON
2022-09-06,2100504,95005,65505,40293,56755,496520,116.0,SON
2022-09-07,2093118,81664,80615,39193,73771,485820,517.0,SON
2022-09-08,2098764,77186,73683,42520,72127,490418,,SON
2022-09-09,2094792,74409,81081,36592,73498,494326,,SON
2022-09-13,2054735,108455,52302,50031,62556,526163,456.0,SON
2022-09-14,2040339,98021,61306,57636,93991,502839,566.0,SON
2022-09-15,2046052,95505,66017,48224,82666,515752,482.0,SON
2022-09-16,2064617,84033,64047,43103,79906,518523,469.0,SON
2022-09-20,2070575,105575,49113,26996,57706,544621,112.0,SON
2022-09-21,2086479,92502,46712,24617,44721,559564,103.0,SON
2022-09-22,2097935,98200,34677,23753,46065,553963,105.0,SON
2022-09-23,2098304,114616,31724,14503,68235,527212,104.0,SON
2022-09-27,2206894,96544,45939,25592,26953,452171,605.0,SON
2022-09-28,2226155,68180,56324,24887,26570,452468,114.0,SON
2022-09-29,2188191,98850,42027,34487,34628,456007,508.0,SON
2022-09-30,2194021,84244,36889,28438,63192,447420,494.0,SON
2022-10-04,2173041,118227,30553,16648,30091,486049,89.0,SON
2022-10-05,2169985,115708,27908,12793,39704,488213,387.0,SON
2022-10-06,2166065,114138,39651,26878,28749,478717,500.0,SON
2022-10-07,2174598,123487,34874,27360,30167,464087,125.0,SON
2022-10-11,2162270,101419,32710,16533,39035,502254,477.0,SON
2022-10-12,2169757,94439,26022,15057,47525,501842,56.0,SON
2022-10-13,2201235,68427,28703,16717,31260,507939,417.0,SON
2022-10-14,2173963,71236,33539,20162,32988,522392,418.0,SON
2022-10-18,2103079,66070,34013,17733,44741,588414,648.0,SON
2022-10-19,2087585,66804,40527,18437,59179,581678,488.0,SON
2022-10-20,2088629,71187,28740,19368,49877,596500,397.0,SON
2022-10-21,2066562,75410,37757,25170,49784,599666,349.0,SON
2022-10-25,2040856,75109,48052,19797,35794,634361,729.0,SON
2022-10-26,2031602,76587,39585,20939,29452,655766,767.0,SON
2022-10-27,2030346,67624,37893,20794,39051,658199,791.0,SON
2022-10-28,2030933,65948,40229,17358,36358,663047,825.0,SON
2022-11-01,2031057,67628,46288,23238,77852,604819,3816.0,SON
2022-11-02,2012129,83088,44617,19624,56834,634630,3776.0,SON
2022-11-03,1995926,94484,35469,20727,40987,662508,4597.0,SON
2022-11-04,2002414,89758,40611,18810,45765,652680,4660.0,SON
2022-11-08,1950165,68191,49814,21415,77528,674109,13476.0,SON
2022-11-09,1929764,73537,51033,18736,71225,698135,12268.0,SON
2022-11-10,1902417,78998,58440,19686,69376,713672,12109.0,SON
2022-11-15,1825316,110814,45514,22304,73976,766799,9975.0,SON
2022-11-16,1822839,108573,47709,26055,70199,769559,9764.0,SON
2022-11-17,1796930,106782,57852,24164,86124,773518,9328.0,SON
2022-11-18,1841769,96954,48800,17654,67871,772717,8933.0,SON
2022-11-22,1786179,107430,60342,22883,67479,801559,8826.0,SON
2022-11-24,1800942,84401,65931,25864,57828,809642,10090.0,SON
2022-11-25,1747010,115690,56612,19807,70191,834907,10481.0,SON
2022-11-29,1801907,122413,40934,14151,51967,809591,13735.0,SON
2022-11-30,1821650,108864,52636,20231,49154,786625,15538.0,SON
2022-12-01,1827382,114977,53886,23589,69571,751632,13661.0,DJF
2022-12-02,1822620,128077,54826,21317,61176,752904,13778.0,DJF
2022-12-06,1750192,130992,75261,29872,89594,766436,12351.0,DJF
2022-12-07,1700218,121228,81846,29823,112134,798844,10605.0,DJF
2022-12-08,1689759,110451,88917,33892,94368,826565,10746.0,DJF
2022-12-09,1672214,92095,84567,17020,147459,829321,12022.0,DJF
2022-12-13,1573341,95735,110876,27733,148106,885629,13278.0,DJF
2022-12-14,1550296,101991,118142,24264,114161,932630,13214.0,DJF
2022-12-15,1537470,117634,117402,21539,137113,919453,4087.0,DJF
2022-12-16,1503402,135513,92944,11052,106852,988269,16666.0,DJF
2022-12-20,1508083,147151,98440,27623,92237,964455,16709.0,DJF
2022-12-21,1459208,142431,93073,24393,91921,1026948,16724.0,DJF
2022-12-22,1468181,132093,117124,26650,121859,969939,18852.0,DJF
2022-12-23,1469184,124638,115946,25441,142403,956335,20751.0,DJF
2022-12-28,1380092,169641,86174,16372,126677,1043951,31791.0,DJF
2022-12-29,1381276,191848,75051,31345,69581,1075730,29867.0,DJF
2022-12-30,1404310,189775,86855,23557,86671,1054896,8634.0,DJF
