,IFOW,OW,VODI,ODI,CDI,VCDI,FI,met_index
2022-02-28,1096390,107086,103672,85855,132051,1304123,25521,DJF
2022-03-01,1105955,113168,91316,80578,109827,1327695,26159,MAM
2022-03-02,1109603,114598,101044,70411,98844,1334938,25260,MAM
2022-03-03,1107940,115816,105423,63467,99108,1337283,25661,MAM
2022-03-04,1105154,123439,99472,65660,110501,1324770,25702,MAM
2022-03-07,1129365,111918,96929,57172,94232,1342640,22442,MAM
2022-03-08,1131013,106185,101925,69773,103326,1319941,22535,MAM
2022-03-09,1157232,116102,95342,77306,84784,1300374,23558,MAM
2022-03-10,1165963,124108,123044,60478,60417,1297385,23303,MAM
2022-03-11,1162849,132923,110651,75968,95263,1252570,24474,MAM
2022-03-14,1218096,164685,107263,63548,94478,1181400,25228,MAM
2022-03-15,1222519,171438,120877,65724,83616,1162767,27757,MAM
2022-03-16,1263045,200348,122511,60120,78660,1101643,28371,MAM
2022-03-17,1271443,196458,127508,58395,94150,1070508,36236,MAM
2022-03-18,1287593,203343,144057,57686,78578,1053154,30287,MAM
2022-03-21,1289077,174255,141655,70843,77462,1081626,19780,MAM
2022-03-22,1143459,227706,171394,85215,87936,1116435,22553,MAM
2022-03-23,1221593,165119,144256,92512,104238,1107392,19588,MAM
2022-03-24,1216375,145386,136951,82415,114751,1140573,18247,MAM
2022-03-25,1174800,128674,122734,100312,114184,1194622,19372,MAM
2022-03-28,1115406,120598,116606,95586,107975,1275542,22985,MAM
2022-03-29,1119228,118777,118405,106148,99985,1270139,22016,MAM
2022-03-30,1102508,107240,113272,115349,105870,1287396,23063,MAM
2022-03-31,1076032,99063,111829,94149,132292,1317881,23452,MAM
2022-04-01,1069218,105207,113693,87266,125185,1330881,23248,MAM
2022-04-04,1082193,103930,92006,73216,86940,1390331,26082,MAM
2022-04-05,1084127,106984,95454,75233,85239,1382085,25576,MAM
2022-04-06,1080302,108519,107371,71446,93928,1369136,23996,MAM
2022-04-07,1087325,108826,92891,70599,93805,1375523,25729,MAM
2022-04-08,1092362,96285,98122,73258,78629,1390480,25562,MAM
2022-04-11,1111974,101987,79177,76013,79445,1382121,23981,MAM
2022-04-12,1106174,112360,88797,68519,82384,1370600,25864,MAM
2022-04-13,1097906,110371,100814,56035,94084,1368830,26658,MAM
2022-04-19,1103321,99530,92261,59984,73058,1402743,23801,MAM
2022-04-20,1125431,105035,85128,50260,59324,1406347,23173,MAM
2022-04-21,1123675,98436,79906,46772,46862,1435214,23833,MAM
2022-04-22,1104728,98412,80843,52333,58590,1435186,24606,MAM
2022-04-25,1101180,92831,93257,64101,84854,1396530,21945,MAM
2022-04-26,1088358,82972,90764,56640,92127,1419611,24226,MAM
2022-04-27,1047134,92771,116480,67505,84328,1422561,23919,MAM
2022-04-28,1049289,77795,93394,70168,106930,1431376,25746,MAM
2022-04-29,1039361,79480,92971,77334,112551,1431733,21268,MAM
2022-05-02,1021808,83026,113141,71377,130613,1409421,25312,MAM
2022-05-03,1016644,75611,115715,63087,122954,1434044,26643,MAM
2022-05-04,997527,74058,98832,70870,123706,1464065,25640,MAM
2022-05-05,1002422,74802,92081,72976,125592,1462029,24796,MAM
2022-05-06,1009224,79982,85584,60763,112498,1480798,25849,MAM
2022-05-09,1017629,77895,99033,60966,119964,1453257,25954,MAM
2022-05-10,1014796,97244,109587,74369,162671,1370869,25162,MAM
2022-05-11,1029613,103936,116639,66247,122581,1390201,25481,MAM
2022-05-12,1038133,98720,114915,65413,116892,1394517,26108,MAM
2022-05-13,1049599,96122,115723,82779,145815,1338312,26348,MAM
2022-05-16,1068134,98134,119064,73055,122740,1349580,23991,MAM
2022-05-18,1037490,94487,125531,85887,137863,1348417,25023,MAM
2022-05-19,1028810,111522,129805,88337,160316,1311384,24524,MAM
2022-05-20,1036465,124540,129255,93023,192355,1251561,27499,MAM
2022-05-23,1074527,125427,130306,79462,159508,1254995,30473,MAM
2022-05-24,1098291,124309,130395,70715,147014,1249789,34185,MAM
2022-05-25,1133647,127989,137271,71716,142088,1200829,41158,MAM
2022-05-27,1170398,149650,139775,83217,157158,1113794,40706,MAM
2022-05-30,1232806,178537,149498,113197,139127,1003490,38043,MAM
2022-05-31,1254433,179341,163712,128186,139169,954988,34869,MAM
2022-06-01,1279249,183238,150584,131405,114855,959724,35643,JJA
2022-06-02,1299352,186736,147309,103411,96747,979895,41248,JJA
2022-06-03,1329636,190480,132889,91501,117703,955920,36569,JJA
2022-06-07,1498056,179297,122810,57788,76769,891889,28089,JJA
2022-06-08,1524293,174580,113258,54072,73101,887859,27535,JJA
2022-06-09,1545408,167686,100444,52738,84954,874044,29424,JJA
2022-06-10,1567425,163716,100924,55716,97451,839475,29991,JJA
2022-06-13,1609242,153261,101721,63007,138386,766001,23080,JJA
2022-06-14,1605320,148070,104647,70644,111924,791895,22198,JJA
2022-06-15,1620942,134925,106746,84144,103098,782386,22457,JJA
2022-06-16,1627434,134224,110271,67386,107361,787183,20839,JJA
2022-06-17,1632861,138430,114958,68346,98262,784403,17438,JJA
2022-06-20,1663026,160554,105566,66255,101743,739391,18163,JJA
2022-06-21,1688760,178491,108006,65514,98965,701303,13659,JJA
2022-06-22,1718496,181470,102776,66106,73720,696870,15260,JJA
2022-06-23,1741643,184301,100565,62988,55504,696785,12912,JJA
2022-06-24,1786316,181677,89227,62580,52886,671975,10037,JJA
2022-06-27,1833998,167972,72669,47865,46635,678777,6782,JJA
2022-06-28,1821041,180768,76063,56839,58860,653607,7520,JJA
2022-06-29,1779016,210916,79733,42259,50817,683075,8882,JJA
2022-06-30,1829229,165054,80497,49163,54343,666987,9425,JJA
2022-07-01,1785432,206077,77473,34431,66977,675444,8864,JJA
2022-07-04,1801379,194095,85917,46085,67028,653052,7142,JJA
2022-07-05,1839317,179892,74144,47175,81755,627084,5331,JJA
2022-07-06,1865573,157200,66629,60340,54479,647245,3232,JJA
2022-07-07,1874485,151498,72188,62643,56983,632617,4284,JJA
2022-07-08,1885307,149607,70126,58016,54477,635311,1854,JJA
2022-07-11,1882045,147144,67835,43629,64307,647044,2694,JJA
2022-07-12,1887743,155912,71239,46033,63499,628584,1688,JJA
2022-07-13,1881351,155361,80099,47265,47160,640673,2789,JJA
2022-07-14,1925599,163479,69188,29705,46847,618970,910,JJA
2022-07-15,1959946,142406,63905,26520,27468,634075,378,JJA
2022-07-18,1993550,157052,61049,23692,32837,586487,31,JJA
2022-07-19,2046745,121599,53620,27122,37941,567618,53,JJA
2022-07-20,2049116,116943,57358,22086,28132,581019,44,JJA
2022-07-21,2058603,112058,60361,25624,46748,551230,74,JJA
2022-07-22,2067132,111221,57877,33557,45859,538977,75,JJA
2022-07-25,2080624,124644,55748,34341,30647,528621,73,JJA
2022-07-26,2094487,125700,44330,30128,35381,524537,135,JJA
2022-07-27,2072916,147043,48707,31642,28362,525844,184,JJA
2022-07-28,2087951,125239,55438,31935,36074,517957,104,JJA
2022-07-29,2069716,141304,58521,34412,33742,516884,119,JJA
2022-08-01,2099592,113683,60326,27927,33105,520028,37,JJA
2022-08-02,2091518,119121,56807,38051,52066,497086,49,JJA
2022-08-03,2103153,121540,50860,30133,46591,502388,33,JJA
2022-08-04,2102831,129488,44313,31537,40280,506156,93,JJA
2022-08-05,2098659,133771,48346,33838,36857,503089,138,JJA
2022-08-08,2097952,131672,52495,33281,35331,503896,71,JJA
2022-08-09,2103112,125122,46337,53432,35084,491485,126,JJA
2022-08-10,2089121,136051,51396,51968,39964,486089,109,JJA
2022-08-11,2100054,132851,53023,40469,32193,496044,64,JJA
2022-08-12,2112319,122999,46639,32866,43251,496573,51,JJA
2022-08-15,2095071,131093,49661,48239,35765,494805,64,JJA
2022-08-16,2100960,121515,47457,50521,38248,495964,33,JJA
2022-08-17,2110466,117924,48044,46395,42489,489364,16,JJA
2022-08-18,2096509,141069,48845,39551,50559,478050,115,JJA
2022-08-19,2032812,182018,75763,41581,44321,478156,47,JJA
2022-08-22,2120211,115719,54619,50354,54785,458926,84,JJA
2022-08-23,2121051,107969,52558,44710,48551,479809,50,JJA
2022-08-24,2062212,147063,61476,44819,60487,478544,97,JJA
2022-08-25,2070378,120597,66048,51110,64278,482221,66,JJA
2022-08-26,2072855,125631,55616,64405,62932,473210,49,JJA
2022-08-29,2094980,105908,41808,60500,70086,481372,44,JJA
2022-08-30,2081628,118305,44301,41887,57195,511343,39,JJA
2022-08-31,2086014,122518,41292,47916,59255,497600,103,JJA
2022-09-01,2096439,123541,44364,41055,62213,486853,233,SON
2022-09-02,2104923,121593,50316,36737,37551,503498,80,SON
2022-09-05,2067537,123845,56309,38400,63830,504568,209,SON
2022-09-06,2072602,117711,52260,54400,78883,478674,168,SON
2022-09-07,2076694,103281,57228,46075,70294,501065,61,SON
2022-09-08,2063539,107801,60729,47123,85584,489863,59,SON
2022-09-09,2039705,127870,61771,41925,75588,507709,130,SON
2022-09-12,2035800,125439,63404,63257,63371,503279,148,SON
2022-09-13,2050090,114349,51272,58266,68625,512035,61,SON
2022-09-14,2064043,106728,58198,56432,62345,506835,117,SON
2022-09-15,2042337,126299,52596,43186,56689,533524,67,SON
2022-09-16,2044875,119208,52424,47741,51607,538820,23,SON
2022-09-19,2041106,119282,52295,35051,51726,555117,121,SON
2022-09-20,2066807,109100,42170,39288,58524,538731,78,SON
2022-09-21,2079791,98653,43865,49065,52461,530762,101,SON
2022-09-22,2091740,102783,39005,37314,71160,512531,165,SON
2022-09-23,2115321,101301,35005,38410,45849,518679,133,SON
2022-09-26,2169210,101867,39193,32902,53915,457395,216,SON
2022-09-27,2181111,103542,36612,37520,45867,449796,250,SON
2022-09-28,2196703,90363,39493,37839,35924,454148,228,SON
2022-09-29,2179180,101298,37053,33452,48341,455324,50,SON
2022-09-30,2188205,87729,38966,25863,45100,468730,105,SON
2022-10-03,2181653,84017,41790,24641,41022,481411,164,SON
2022-10-04,2183129,84761,38258,25847,40146,482404,153,SON
2022-10-05,2157286,102923,44780,26648,28552,494392,117,SON
2022-10-06,2184402,91664,40078,24695,31083,482735,41,SON
2022-10-07,2187082,99755,37931,24927,27666,477304,33,SON
2022-10-10,2165172,91211,36260,26772,30777,504395,111,SON
2022-10-11,2146003,107213,37665,21894,36679,505104,140,SON
2022-10-12,2155856,89985,37123,21392,40267,510031,44,SON
2022-10-13,2160758,91169,36368,22517,25175,518635,76,SON
2022-10-14,2124562,102148,46665,30193,27138,523808,184,SON
2022-10-17,2087649,82846,40929,31559,44514,567164,37,SON
2022-10-18,2072266,84830,39689,29375,42530,585910,98,SON
2022-10-19,2060318,91307,40189,27525,38011,597320,28,SON
2022-10-20,2065320,82825,38256,29485,42685,596058,69,SON
2022-10-21,2041029,90002,43222,32358,54638,593329,120,SON
2022-10-25,2033701,75888,43297,32867,43404,625525,16,SON
2022-10-26,2026124,65991,42308,33720,53845,632691,19,SON
2022-10-27,2004016,85394,39586,31457,50571,643624,50,SON
2022-10-28,2006374,68260,38197,34738,46201,660915,13,SON
2022-10-31,1986559,100355,45850,32697,51614,637484,139,SON
2022-11-01,2007695,73394,45389,34465,51034,642689,32,SON
2022-11-02,2008720,75301,35889,32506,49787,652320,175,SON
2022-11-03,1995883,86039,41241,24336,33754,673304,141,SON
2022-11-04,1973655,87292,48554,31918,45668,667148,463,SON
2022-11-07,1945513,90025,42038,31890,53808,690927,497,SON
2022-11-08,1929311,89459,44607,33665,53068,701449,3139,SON
2022-11-09,1905137,84825,49555,39866,51326,722485,1504,SON
2022-11-10,1885586,87292,54563,41914,56689,727920,734,SON
2022-11-14,1831022,110016,50821,38635,62183,757362,4659,SON
2022-11-15,1834063,92325,50351,37123,56011,779181,5644,SON
2022-11-16,1797659,115678,54084,39341,55601,786636,5699,SON
2022-11-17,1759532,135278,61808,37827,59199,792955,8099,SON
2022-11-18,1780408,131248,57295,39501,67949,775409,2888,SON
2022-11-21,1757698,126851,63402,36615,66210,792799,11123,SON
2022-11-22,1757301,128267,60545,43775,60342,796187,8281,SON
2022-11-24,1759384,101995,60277,43850,68430,812386,8376,SON
2022-11-25,1741713,104248,61714,44432,71220,823770,7601,SON
2022-11-28,1754283,123801,57718,32460,51531,823524,11381,SON
2022-11-29,1764059,135461,59039,26850,49725,807900,11664,SON
2022-11-30,1735369,157181,66751,35537,57672,785817,16371,SON
2022-12-02,1797299,144693,66884,46378,68679,719598,11167,DJF
2022-12-05,1771382,119330,68329,46193,66777,775230,7457,DJF
2022-12-06,1708945,153278,66141,66165,86885,768870,4414,DJF
2022-12-07,1677872,135540,69392,57327,107792,802266,4509,DJF
2022-12-08,1631313,140323,64457,53343,102415,855865,6982,DJF
2022-12-09,1635958,120728,63831,57456,116336,853080,7309,DJF
2022-12-12,1554340,142074,90679,69248,111272,871753,15332,DJF
2022-12-13,1551080,135640,88874,62882,109694,896204,10324,DJF
2022-12-14,1549098,129832,78355,63087,103787,918232,12307,DJF
2022-12-15,1517440,131951,77548,54937,101337,958436,13049,DJF
2022-12-16,1468213,160361,89253,48533,95528,968640,24170,DJF
2022-12-19,1482001,133554,83062,63821,97979,970394,23887,DJF
2022-12-20,1466696,130283,84984,64869,102836,982999,22031,DJF
2022-12-21,1463789,129913,82455,65415,97341,990420,25365,DJF
2022-12-22,1453619,117314,85789,66498,122802,980018,28658,DJF
2022-12-23,1432078,117519,80914,59607,94522,1051619,18439,DJF
2022-12-27,1411212,116921,80318,48020,65472,1116928,15827,DJF
2022-12-28,1419837,126431,91968,38113,46917,1114971,16461,DJF
2022-12-29,1419093,143194,93974,36485,39119,1101545,21288,DJF
2022-12-30,1452067,156403,99209,40531,55065,1022137,29286,DJF
