,0,1,2,3,4,5,6
20221117,2033890,181122,78138,36644,64064,791622,25784.0
20221118,1989088,203235,79963,40262,70776,800230,27710.0
20221121,2028913,165793,77961,44964,67595,795126,30912.0
20221124,1994729,178563,82976,42630,79301,811185,21880.0
20221128,2030456,150581,78559,37797,68284,826147,19440.0
20221201,2026621,159104,62675,40198,79025,796844,46797.0
20221202,2070496,144851,78433,38096,70935,762283,46170.0
20221205,2035900,204267,64034,46516,72939,744970,42638.0
20221208,1934724,150362,101676,62502,89739,834763,37498.0
20221209,1880384,145713,97050,57072,117196,872541,41308.0
20221212,1801233,180899,100801,46862,124778,914345,42346.0
20221215,1753098,142889,113722,69564,103060,975646,53285.0
20221216,1756881,153664,119305,64003,86866,977506,53039.0
20221219,1747104,177781,97159,42051,59324,1024488,63357.0
20221222,1693919,148026,123890,66430,94265,1019064,65670.0
20221223,1624531,145177,125068,59336,102931,1086120,68101.0
20221230,1658696,165979,142656,61251,90057,1001810,90815.0
