,IFOW,OW,VODI,ODI,CDI,VCDI,FI,met_index
2022-07-27,2046504,130090,73508,46012,46276,509573,2735.0,JJA
2022-07-28,2051302,120594,74348,46969,49680,509627,2178.0,JJA
2022-07-29,2046466,121418,67212,55793,57405,504422,1982.0,JJA
2022-08-03,2096281,118896,35791,31278,35559,536547,346.0,JJA
2022-08-04,2112879,108276,41382,30282,40344,521345,190.0,JJA
2022-08-05,2109942,111914,38228,39487,45511,509434,182.0,JJA
2022-08-10,2052729,160024,40624,36926,56801,507197,397.0,JJA
2022-08-11,2091990,138732,41367,39157,38518,504620,314.0,JJA
2022-08-12,2111973,125503,33015,36242,36341,511328,296.0,JJA
2022-08-17,2118117,109396,35706,53266,45557,492602,54.0,JJA
2022-08-18,2130608,108035,41553,47610,31737,495155,,JJA
2022-08-19,2123692,103436,41033,51184,42081,493272,,JJA
2022-08-24,2116678,95780,61915,54994,64135,460676,520.0,JJA
2022-08-25,2110894,85715,60311,61696,67962,467531,589.0,JJA
2022-08-26,2113242,86174,56446,64184,67906,466087,659.0,JJA
2022-08-31,2098250,99659,40233,35859,68429,511965,303.0,JJA
2022-09-01,2101939,92819,48074,47048,67932,496551,335.0,SON
2022-09-02,2107599,103489,42989,43911,62550,493902,258.0,SON
2022-09-07,2091488,91015,60066,51053,70970,490040,66.0,SON
2022-09-08,2074960,78283,81383,54764,78295,486710,303.0,SON
2022-09-09,2079387,70306,77352,57277,75157,495219,,SON
2022-09-14,2042163,98599,51094,56554,76913,529061,314.0,SON
2022-09-15,2032228,83864,63495,65856,103005,505851,399.0,SON
2022-09-16,2040093,82792,59961,62056,92333,517105,358.0,SON
2022-09-21,2081729,93115,46511,32520,71462,529284,77.0,SON
2022-09-22,2096857,83951,50043,31842,62211,529726,68.0,SON
2022-09-23,2111592,85184,34171,31876,68636,523167,72.0,SON
2022-09-28,2200841,90128,41496,43090,35206,443601,336.0,SON
2022-09-29,2206497,66556,57788,37555,39884,446349,69.0,SON
2022-09-30,2172603,86071,42015,53032,46578,454115,284.0,SON
2022-10-05,2178912,111130,29393,23246,35184,476788,45.0,SON
2022-10-06,2171727,113848,36482,24030,38502,469925,184.0,SON
2022-10-07,2179467,106633,46896,29010,26602,465849,241.0,SON
2022-10-12,2159611,99281,36003,23243,36387,499923,250.0,SON
2022-10-13,2169184,92317,30274,22369,38427,502085,42.0,SON
2022-10-14,2171339,76516,35948,26090,36750,507810,245.0,SON
2022-10-19,2078737,63291,39656,31844,49464,591486,220.0,SON
2022-10-20,2094936,67253,35823,25281,47166,583937,302.0,SON
2022-10-21,2081400,67423,37034,27045,43788,597721,287.0,SON
2022-10-26,2030269,72339,46308,30236,38197,636901,448.0,SON
2022-10-27,2010608,67640,40150,34687,42740,658433,440.0,SON
2022-10-28,2018020,59201,38304,31278,47366,660163,366.0,SON
2022-11-02,2027515,80676,40127,33757,56868,613710,2045.0,SON
2022-11-03,1999653,78052,45539,36428,55592,637171,2263.0,SON
2022-11-04,1972390,84950,45098,31354,53038,664932,2936.0,SON
2022-11-09,1927284,70641,47590,37042,64751,698464,8926.0,SON
2022-11-10,1906004,79936,52392,31908,56639,718886,8933.0,SON
2022-11-11,1891528,78595,52290,34470,58910,730531,8374.0,SON
2022-11-16,1827151,100802,44281,31615,69475,773364,8010.0,SON
2022-11-17,1791969,107985,62658,47852,66413,769306,8515.0,SON
2022-11-18,1770137,115907,57345,45371,80375,777498,8065.0,SON
2022-11-23,1786690,100026,50098,43805,69160,796329,8590.0,SON
2022-11-25,1775463,88507,65342,48264,58060,809317,9745.0,SON
2022-11-30,1814291,111164,44701,25258,67774,782443,9067.0,SON
2022-12-01,1822906,108394,60918,34549,60269,755603,12059.0,DJF
2022-12-02,1830226,118642,56675,36047,73972,726107,13029.0,DJF
2022-12-07,1736632,113943,70708,52126,91485,779046,10758.0,DJF
2022-12-08,1683607,89159,74304,68761,122169,806651,10047.0,DJF
2022-12-09,1662887,96729,77660,70548,103110,832591,11173.0,DJF
2022-12-14,1556121,97927,102074,71074,104302,910818,12382.0,DJF
2022-12-15,1544843,92598,90506,77797,113248,923109,12597.0,DJF
2022-12-16,1536055,128100,99474,58831,100279,927195,4764.0,DJF
2022-12-21,1499325,125290,100328,70645,93576,948783,16751.0,DJF
2022-12-22,1434470,101994,97728,71059,103708,1028048,17691.0,DJF
2022-12-23,1448041,106233,96833,72173,111230,1000813,19375.0,DJF
2022-12-29,1408401,148722,113035,53715,80755,1022582,27488.0,DJF
2022-12-30,1403509,167154,103261,56826,59316,1043169,21463.0,DJF
